IP,SLOT,PORT,VLAN,ID_PORT,GPON,VENDOR
172.24.206.80,5,16,"2221, 506",517578353-2009732533,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,1,"2221, 506",517578354-2009795590,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,2,"2221, 506",517578354-2009732534,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,3,"2221, 506",517578354-2009795591,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,4,"2221, 506",517578354-2009732535,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,5,"2221, 506",517578354-2009795592,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,6,"2221, 506",517578354-2009732536,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,7,"2221, 506",517578354-2009795593,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,8,"2221, 506",517578354-2009732537,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,9,"2221, 506",517578354-2009795594,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,10,"2221, 506",517578354-2009732538,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,11,"2221, 506",517578354-2009795595,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,12,"2221, 506",517578354-2009732539,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,13,"2221, 506",517578354-2009795596,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,14,"2221, 506",517578354-2009732540,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,15,"2221, 506",517578354-2009795597,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,6,16,"2221, 506",517578354-2009732541,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,1,"2221, 506",595203355-2131101122,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,2,"2221, 506",595203355-2131183093,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,3,"2221, 506",595203355-2131101123,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,4,"2221, 506",595203355-2131183094,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,5,"2221, 506",595203355-2131101124,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,6,"2221, 506",595203355-2131183095,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,7,"2221, 506",595203355-2131101125,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,8,"2221, 506",595203355-2131183096,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,9,"2221, 506",595203355-2131101126,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,10,"2221, 506",595203355-2131183097,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,11,"2221, 506",595203355-2131101127,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,12,"2221, 506",595203355-2131183098,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,13,"2221, 506",595203355-2131101128,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,14,"2221, 506",595203355-2131183099,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,15,"2221, 506",595203355-2131101129,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,7,16,"2221, 506",595203355-2131183100,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,1,"2221, 506",595278355-2131183101,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,2,"2221, 506",595278355-2131101130,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,3,"2221, 506",595278355-2131183102,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,4,"2221, 506",595278355-2131101131,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,5,"2221, 506",595278355-2131183103,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,6,"2221, 506",595278355-2131101132,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,7,"2221, 506",595278355-2131183104,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,8,"2221, 506",595278355-2131101133,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,9,"2221, 506",595278355-2131183105,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,10,"2221, 506",595278355-2131101134,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,11,"2221, 506",595278355-2131183106,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,12,"2221, 506",595278355-2131101135,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,13,"2221, 506",595278355-2131183107,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,14,"2221, 506",595278355-2131101136,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,15,"2221, 506",595278355-2131183108,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,8,16,"2221, 506",595278355-2131101137,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,1,"2221, 506",595278354-2131183085,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,2,"2221, 506",595278354-2131101114,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,3,"2221, 506",595278354-2131183086,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,4,"2221, 506",595278354-2131101115,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,5,"2221, 506",595278354-2131183087,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,6,"2221, 506",595278354-2131101116,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,7,"2221, 506",595278354-2131183088,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,8,"2221, 506",595278354-2131101117,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,9,"2221, 506",595278354-2131183089,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,10,"2221, 506",595278354-2131101118,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,11,"2221, 506",595278354-2131183090,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,12,"2221, 506",595278354-2131101119,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,13,"2221, 506",595278354-2131183091,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,14,"2221, 506",595278354-2131101120,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,15,"2221, 506",595278354-2131183092,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,11,16,"2221, 506",595278354-2131101121,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,1,"2221, 506",621603353-2152466814,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,2,"2221, 506",621603353-2152586918,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,3,"2221, 506",621603353-2152466815,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,4,"2221, 506",621603353-2152586919,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,5,"2221, 506",621603353-2152466816,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,6,"2221, 506",621603353-2152586920,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,7,"2221, 506",621603353-2152466817,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,8,"2221, 506",621603353-2152586921,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,9,"2221, 506",621603353-2152466818,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,10,"2221, 506",621603353-2152586922,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,11,"2221, 506",621603353-2152466819,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,12,"2221, 506",621603353-2152586923,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,13,"2221, 506",621603353-2152466820,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,14,"2221, 506",621603353-2152586924,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,15,"2221, 506",621603353-2152466821,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,12,16,"2221, 506",621603353-2152586925,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,1,"2221, 506",621603355-2152466846,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,2,"2221, 506",621603355-2152586968,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,3,"2221, 506",621603355-2152466847,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,4,"2221, 506",621603355-2152586969,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,5,"2221, 506",621603355-2152466848,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,6,"2221, 506",621603355-2152586970,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,7,"2221, 506",621603355-2152466849,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,8,"2221, 506",621603355-2152586971,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,9,"2221, 506",621603355-2152466850,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,10,"2221, 506",621603355-2152586972,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,11,"2221, 506",621603355-2152466851,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,12,"2221, 506",621603355-2152586973,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,13,"2221, 506",621603355-2152466852,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,14,"2221, 506",621603355-2152586974,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,15,"2221, 506",621603355-2152466853,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,13,16,"2221, 506",621603355-2152586975,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,1,"2221, 506",621603356-2152466862,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,2,"2221, 506",621603356-2152586984,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,3,"2221, 506",621603356-2152466863,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,4,"2221, 506",621603356-2152586985,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,5,"2221, 506",621603356-2152466864,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,6,"2221, 506",621603356-2152586986,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,7,"2221, 506",621603356-2152466865,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,8,"2221, 506",621603356-2152586987,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,9,"2221, 506",621603356-2152466866,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,10,"2221, 506",621603356-2152586988,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,11,"2221, 506",621603356-2152466867,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,12,"2221, 506",621603356-2152586989,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,13,"2221, 506",621603356-2152466868,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,14,"2221, 506",621603356-2152586990,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,15,"2221, 506",621603356-2152466869,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,14,16,"2221, 506",621603356-2152586991,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,1,"2221, 506",621678355-2152586976,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,2,"2221, 506",621678355-2152466854,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,3,"2221, 506",621678355-2152586977,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,4,"2221, 506",621678355-2152466855,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,5,"2221, 506",621678355-2152586978,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,6,"2221, 506",621678355-2152466856,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,7,"2221, 506",621678355-2152586979,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,8,"2221, 506",621678355-2152466857,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,9,"2221, 506",621678355-2152586980,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,10,"2221, 506",621678355-2152466858,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,11,"2221, 506",621678355-2152586981,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,12,"2221, 506",621678355-2152466859,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,13,"2221, 506",621678355-2152586982,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,14,"2221, 506",621678355-2152466860,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,15,"2221, 506",621678355-2152586983,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,15,16,"2221, 506",621678355-2152466861,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,1,"2221, 506",621678354-2152586960,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,2,"2221, 506",621678354-2152466838,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,3,"2221, 506",621678354-2152586961,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,4,"2221, 506",621678354-2152466839,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,5,"2221, 506",621678354-2152586962,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,6,"2221, 506",621678354-2152466840,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,7,"2221, 506",621678354-2152586963,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,8,"2221, 506",621678354-2152466841,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,9,"2221, 506",621678354-2152586964,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,10,"2221, 506",621678354-2152466842,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,11,"2221, 506",621678354-2152586965,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,12,"2221, 506",621678354-2152466843,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,13,"2221, 506",621678354-2152586966,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,14,"2221, 506",621678354-2152466844,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,15,"2221, 506",621678354-2152586967,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,16,16,"2221, 506",621678354-2152466845,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,1,"2221, 506",621603354-2152466830,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,2,"2221, 506",621603354-2152586952,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,3,"2221, 506",621603354-2152466831,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,4,"2221, 506",621603354-2152586953,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,5,"2221, 506",621603354-2152466832,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,6,"2221, 506",621603354-2152586954,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,7,"2221, 506",621603354-2152466833,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,8,"2221, 506",621603354-2152586955,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,9,"2221, 506",621603354-2152466834,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,10,"2221, 506",621603354-2152586956,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,11,"2221, 506",621603354-2152466835,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,12,"2221, 506",621603354-2152586957,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,13,"2221, 506",621603354-2152466836,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,14,"2221, 506",621603354-2152586958,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,15,"2221, 506",621603354-2152466837,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,17,16,"2221, 506",621603354-2152586959,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,1,"2221, 506",621678353-2152586944,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,2,"2221, 506",621678353-2152466822,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,3,"2221, 506",621678353-2152586945,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,4,"2221, 506",621678353-2152466823,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,5,"2221, 506",621678353-2152586946,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,6,"2221, 506",621678353-2152466824,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,7,"2221, 506",621678353-2152586947,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,8,"2221, 506",621678353-2152466825,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,9,"2221, 506",621678353-2152466826,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,10,"2221, 506",621678353-2152586948,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,11,"2221, 506",621678353-2152466827,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,12,"2221, 506",621678353-2152586949,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,13,"2221, 506",621678353-2152466828,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,14,"2221, 506",621678353-2152586950,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,15,"2221, 506",621678353-2152466829,GPON11-D2-DEP-4,FIBERHOME
172.24.206.80,18,16,"2221, 506",621678353-2152586951,GPON11-D2-DEP-4,FIBERHOME
172.24.206.81,1,1,"2224, 500",629178360-2159967973,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,2,"2224, 500",629178360-2159633637,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,3,"2224, 500",629178360-2159967974,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,4,"2224, 500",629178360-2159633638,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,5,"2224, 500",629178360-2159967975,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,6,"2224, 500",629178360-2159633639,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,7,"2224, 500",629178360-2159967976,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,8,"2224, 500",629178360-2159633640,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,9,"2224, 500",629178360-2159967977,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,10,"2224, 500",629178360-2159633641,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,11,"2224, 500",629178360-2159967978,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,12,"2224, 500",629178360-2159633642,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,13,"2224, 500",629178360-2159967979,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,14,"2224, 500",629178360-2159633643,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,15,"2224, 500",629178360-2159967980,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,1,16,"2224, 500",629178360-2159633644,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,1,"2224, 500",629253358-2159633645,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,2,"2224, 500",629253358-2159967981,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,3,"2224, 500",629253358-2159633646,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,4,"2224, 500",629253358-2159967982,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,5,"2224, 500",629253358-2159633647,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,6,"2224, 500",629253358-2159967983,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,7,"2224, 500",629253358-2159633648,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,8,"2224, 500",629253358-2159967984,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,9,"2224, 500",629253358-2159633649,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,10,"2224, 500",629253358-2159967985,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,11,"2224, 500",629253358-2159633650,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,12,"2224, 500",629253358-2159967986,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,13,"2224, 500",629253358-2159633651,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,14,"2224, 500",629253358-2159967987,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,15,"2224, 500",629253358-2159633652,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,2,16,"2224, 500",629253358-2159967988,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,1,"2224, 500",629178361-2159967989,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,2,"2224, 500",629178361-2159633653,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,3,"2224, 500",629178361-2159967990,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,4,"2224, 500",629178361-2159633654,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,5,"2224, 500",629178361-2159967991,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,6,"2224, 500",629178361-2159633655,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,7,"2224, 500",629178361-2159967992,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,8,"2224, 500",629178361-2159967993,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,9,"2224, 500",629178361-2159633656,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,10,"2224, 500",629178361-2159967994,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,11,"2224, 500",629178361-2159633657,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,12,"2224, 500",629178361-2159967995,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,13,"2224, 500",629178361-2159633658,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,14,"2224, 500",629178361-2159967996,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,15,"2224, 500",629178361-2159633659,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,3,16,"2224, 500",629178361-2159967997,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,1,"2224, 500",629178362-2159967998,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,2,"2224, 500",629178362-2159967999,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,3,"2224, 500",629178362-2159633660,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,4,"2224, 500",629178362-2159968000,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,5,"2224, 500",629178362-2159633661,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,6,"2224, 500",629178362-2159968001,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,7,"2224, 500",629178362-2159633662,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,8,"2224, 500",629178362-2159968002,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,9,"2224, 500",629178362-2159633663,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,10,"2224, 500",629178362-2159968003,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,11,"2224, 500",629178362-2159633664,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,12,"2224, 500",629178362-2159968004,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,13,"2224, 500",629178362-2159968005,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,14,"2224, 500",629178362-2159633665,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,15,"2224, 500",629178362-2159968006,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,4,16,"2224, 500",629178362-2159633666,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,1,"2224, 500",629178363-2159968007,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,2,"2224, 500",629178363-2159633667,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,3,"2224, 500",629178363-2159968008,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,4,"2224, 500",629178363-2159633668,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,5,"2224, 500",629178363-2159968009,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,6,"2224, 500",629178363-2159633669,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,7,"2224, 500",629178363-2159968010,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,8,"2224, 500",629178363-2159633670,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,9,"2224, 500",629178363-2159968011,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,10,"2224, 500",629178363-2159633671,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,11,"2224, 500",629178363-2159968012,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,12,"2224, 500",629178363-2159633672,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,13,"2224, 500",629178363-2159968013,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,14,"2224, 500",629178363-2159633673,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,15,"2224, 500",629178363-2159968014,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,5,16,"2224, 500",629178363-2159633674,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,1,"2224, 500",629178364-2159968015,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,2,"2224, 500",629178364-2159633675,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,3,"2224, 500",629178364-2159968016,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,4,"2224, 500",629178364-2159633676,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,5,"2224, 500",629178364-2159968017,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,6,"2224, 500",629178364-2159633677,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,7,"2224, 500",629178364-2159968018,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,8,"2224, 500",629178364-2159633678,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,9,"2224, 500",629178364-2159968019,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,10,"2224, 500",629178364-2159633679,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,11,"2224, 500",629178364-2159968020,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,12,"2224, 500",629178364-2159633680,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,13,"2224, 500",629178364-2159968021,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,14,"2224, 500",629178364-2159633681,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,15,"2224, 500",629178364-2159968022,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,6,16,"2224, 500",629178364-2159633682,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,7,1,"2224, 500",629253359-2159968023,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,7,2,"2224, 500",629253359-2159633683,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,7,3,"2224, 500",629253359-2159968024,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,7,4,"2224, 500",629253359-2159633684,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,7,5,"2224, 500",629253359-2159968025,GPON12-D2-DEP-4,FIBERHOME
172.24.206.81,7,6,"2224, 500",629253359-2159633685,GPON12-D2-DEP-4,FIBERHOME
